IP,Hostname,Anti-clickjacking,X-XSS-Protection,No CGI Directories found,valid response with junk HTTP,Allowed HTTP Methods,which may suggest a WAF,shellshock,OSVDB-637,OSVDB-578
5.57.226.202,pruebadepaginate.webcindario.com,1,1,1,0,0,0,0,0,0
67.225.173.6,zija.pt,1,1,0,0,0,0,0,0,0
108.179.192.145,mobile-free-assistance.net,1,1,1,1,0,0,0,1,1
199.101.190.171,mail.teranov.com,0,1,1,0,1,0,0,0,0
159.89.86.31,www.sdt.edu.gh,1,1,1,0,1,0,0,0,0
108.179.192.145,www.mobile-free-assistance.net,1,1,1,1,0,0,0,1,1
85.10.213.180,www.freiewelt.net,1,1,1,0,0,0,0,0,0
191.252.129.10,www.sektelalarmes.com.br,1,1,0,0,0,0,0,0,0
119.207.79.151,leesangku.com,1,1,1,0,0,0,0,0,0
119.207.79.151,leesangku.com,1,1,1,0,0,0,0,0,0
213.186.33.18,www.courgeon-immobilier.fr,1,1,0,0,0,1,0,0,0
213.186.33.18,www.courgeon-immobilier.fr,1,1,0,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
213.186.33.18,www.courgeon-immobilier.fr,1,1,0,0,0,1,0,0,0
213.186.33.18,www.courgeon-immobilier.fr,1,1,0,0,0,1,0,0,0
195.201.241.126,battery.gr,1,1,1,0,1,0,0,0,0
99.86.212.75,net.app.link,1,1,1,0,0,0,0,0,0
185.165.185.26,astralmagik.com,1,1,0,0,0,0,0,0,0
185.165.185.26,astralmagik.com,1,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
213.186.33.18,www.courgeon-immobilier.fr,1,1,0,0,0,1,0,0,0
213.186.33.18,www.courgeon-immobilier.fr,1,1,0,0,0,1,0,0,0
34.102.136.180,thedrewlos.com,1,1,1,0,0,0,0,0,0
119.207.79.151,leesangku.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
209.126.5.0,mail.reviewsformusicians.com,1,1,1,0,0,0,0,0,0
93.184.35.226,www.accentsud.com,1,1,0,0,1,0,0,0,0
198.54.117.197,www.gify-agent.support,1,1,1,0,1,0,0,0,0
119.207.79.151,leesangku.com,1,1,1,0,0,0,0,0,0
212.239.19.8,www.delboconsorzio.it,1,1,1,0,1,0,0,0,0
108.167.181.8,energysolutions.hk.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
34.102.136.180,thedrewlos.com,1,1,1,0,0,0,0,1,1
5.61.41.161,bnh.com.ua,1,1,1,0,1,0,0,0,0
96.125.162.71,printingguide.in,1,1,1,0,0,0,0,0,0
148.72.211.126,esumegh.com,1,1,1,1,0,0,0,0,0
172.217.167.65,unloaderpage-pypalsvss.blogspot.com,0,0,1,0,0,0,0,0,0
61.19.251.17,filmily.com,1,1,1,0,0,0,0,0,0
162.241.225.78,www.winecode.co.nz,1,1,1,0,0,0,0,0,0
162.241.225.78,www.winecode.co.nz,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax75.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax75.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax75.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax75.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax75.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax75.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax75.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax75.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax75.webcindario.com,1,1,1,0,0,0,0,0,0
185.12.108.109,www.saltanemaye.com,1,1,1,1,0,0,0,0,1
,0,0,0,0,0,0,0,0,0
199.250.207.79,texashealthinsuranceoptions.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
5.57.226.202,logsignon09.webcindario.com,1,1,1,0,0,0,0,0,0
199.250.207.79,texashealthinsuranceoptions.com,1,1,1,0,0,0,0,0,0
199.250.207.79,texashealthinsuranceoptions.com,1,1,1,0,0,0,0,0,0
148.72.211.126,esumegh.com,1,1,1,1,0,0,0,0,0
199.250.207.79,texashealthinsuranceoptions.com,1,1,1,0,0,0,0,0,0
192.254.236.93,beemotorpart.com,1,1,1,1,0,0,0,0,0
199.250.207.79,texashealthinsuranceoptions.com,1,1,1,0,0,0,0,0,0
108.179.192.145,mobile-free-assistance.net,1,1,1,1,0,0,0,1,1
103.229.73.124,nw-industries.co.id,1,1,1,0,0,1,0,0,0
185.165.185.26,astralmagik.com,1,1,0,0,0,0,0,0,0
185.165.185.26,astralmagik.com,1,1,0,0,0,0,0,0,0
185.165.185.26,astralmagik.com,1,1,0,0,0,0,0,0,0
185.165.185.26,astralmagik.com,1,1,0,0,0,0,0,0,0
185.165.185.26,astralmagik.com,1,1,0,0,0,0,0,0,0
185.165.185.26,astralmagik.com,1,1,0,0,0,0,0,0,0
50.87.151.234,westcoastsandblasting.net,1,1,1,0,0,0,0,0,0
50.87.151.234,westcoastsandblasting.net,1,1,1,0,0,0,0,0,0
50.87.151.234,westcoastsandblasting.net,1,1,1,0,0,0,0,0,0
50.87.151.234,westcoastsandblasting.net,1,1,1,0,0,0,0,0,0
162.241.225.78,www.winecode.co.nz,1,1,1,0,0,0,0,0,0
162.241.225.78,www.winecode.co.nz,1,1,1,0,0,0,0,0,0
162.241.225.78,www.winecode.co.nz,1,1,1,0,0,0,0,0,0
162.241.225.78,www.winecode.co.nz,1,1,1,0,0,0,0,0,0
162.241.225.78,www.winecode.co.nz,1,1,1,0,0,0,0,0,0
162.241.225.78,www.winecode.co.nz,1,1,1,0,0,0,0,0,0
185.165.185.26,astralmagik.com,1,1,0,0,0,0,0,0,0
185.165.185.26,astralmagik.com,1,1,0,0,0,0,0,0,0
185.165.185.26,astralmagik.com,1,1,0,0,0,0,0,0,0
162.241.225.78,www.winecode.co.nz,1,1,1,0,0,0,0,0,0
162.241.225.78,www.winecode.co.nz,1,1,1,0,0,0,0,0,0
162.241.225.78,www.winecode.co.nz,1,1,1,0,0,0,0,0,0
78.135.103.112,duysakservis.com,1,1,1,1,0,0,0,0,0
192.145.238.14,www.prophecyfilm.com,1,1,1,1,1,0,0,0,0
143.95.249.177,www.tactechblog.com,1,1,0,0,0,0,0,0,0
103.64.148.84,sydneystilts.com.au,1,1,1,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0
162.241.148.33,vm-pl.com,1,1,1,1,0,0,0,0,0
13.107.6.159,www.yammer.com,1,1,1,0,0,0,0,0,0
69.61.26.122,cutt.us,1,1,1,1,0,0,0,0,0
69.61.26.121,cutt.us,1,1,1,1,0,0,0,0,0
192.96.210.16,sdptems.com,1,1,1,0,0,0,0,0,0
88.208.252.192,f-o-g.org,1,1,0,1,1,0,0,0,0
,0,0,0,0,0,0,0,0,0
45.126.59.196,www.s.id,1,1,1,0,0,0,0,0,0
74.220.199.14,www.halfwaytreeri.com,1,1,1,1,0,0,0,0,0
69.61.26.123,cutt.us,1,1,1,1,0,0,0,0,0
3.209.9.69,applepaymentpartner.com,1,0,1,0,0,0,0,0,0
5.57.226.202,logsignon11.webcindario.com,1,1,1,0,0,0,0,0,0
119.207.79.151,leesangku.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
173.254.30.182,moneyresolutions.net,1,1,1,1,0,0,0,1,1
119.207.79.151,leesangku.com,1,1,1,0,0,0,0,0,0
119.207.79.151,leesangku.com,1,1,1,0,0,0,0,0,0
119.207.79.151,leesangku.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
204.11.56.48,ipcaorg.com,1,1,1,0,0,0,0,0,0
192.81.170.4,arabesquerugs.com,1,1,1,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0
195.8.196.33,veiledjustice.com,1,1,1,1,0,0,0,0,0
104.168.158.114,www.beyondsafaris.com,0,0,1,0,0,0,0,0,0
192.119.99.10,www.flightstoeurope.us,1,1,1,1,0,0,0,0,0
222.122.205.147,po.do,1,1,1,1,0,0,0,1,1
91.219.209.139,pokazstrony.nets.pl,1,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
103.145.50.251,www.kvscsamaj.com,1,1,1,0,0,0,0,0,0
205.196.209.252,alldadeair.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
142.4.9.248,www.medicalperiodical.org,1,1,1,0,1,0,0,0,0
185.246.66.252,mebelsalsk.ru,1,1,1,1,0,0,0,0,0
94.229.72.123,amazon.co.jp.c2eec8828abc793a8872acf0d0b8a2abc953e20d.info,1,1,0,0,0,0,0,0,0
119.207.79.151,leesangku.com,1,1,1,0,0,0,0,0,0
108.167.181.8,energysolutions.hk.com,1,1,1,0,0,0,0,0,0
45.93.126.149,homeworkfrench.com,1,1,1,0,0,0,0,0,0
5.57.226.202,logsignon12.webcindario.com,1,1,1,0,0,0,0,0,0
69.61.26.121,cutt.us,1,1,1,1,0,0,0,0,0
69.61.26.122,cutt.us,1,1,1,1,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
119.207.79.151,leesangku.com,1,1,1,0,0,0,0,0,0
204.93.216.58,rajasthantime.com,1,1,1,0,0,0,0,0,0
5.57.226.202,logsignon10.webcindario.com,1,1,1,0,0,0,0,0,0
107.154.147.18,gumbeauxlending.com,1,1,0,0,0,0,0,0,0
107.154.147.18,gumbeauxlending.com,1,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
45.60.97.18,gumbeauxlending.com,1,1,0,0,0,0,0,0,0
45.60.97.18,gumbeauxlending.com,1,1,0,0,0,0,0,0,0
103.146.112.59,processedforestproducts.com,1,1,1,0,0,1,0,0,0
108.167.181.8,energysolutions.hk.com,1,1,1,0,0,0,0,0,0
175.45.128.30,new.bridgepointmosman.com.au,1,1,1,1,0,0,0,0,0
95.173.189.62,www.aladasinsaat.com,1,1,1,0,0,0,0,0,0
34.102.136.180,funkymonkeybooks.com,1,1,1,0,0,0,0,0,0
34.102.136.180,www.danielscow.com,1,1,1,0,0,0,0,0,0
74.220.199.8,www.inspireresumes.com,1,1,1,1,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
107.154.151.116,www.sauerpussandfriends.com,1,1,0,0,0,0,0,0,0
107.154.151.116,www.sauerpussandfriends.com,1,1,0,0,0,0,0,0,0
94.229.72.125,amazon.co.jp.c2eec8828abc793a8872acf0d0b8a2abc953e20d.info,1,1,0,0,0,0,0,0,0
204.11.56.48,paypal-account-security-service.mytelevisionprograms.com,1,1,1,0,0,0,0,0,0
5.2.87.216,songungazetesi.com,1,1,1,0,0,0,0,0,0
172.217.25.180,www.hjs9dpxzsa.appspot.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
91.195.240.87,bpoconnectja.com,1,1,1,0,0,0,0,1,1
69.174.53.250,mccartenviolins.com,1,1,1,1,0,0,0,0,0
69.174.53.250,mccartenviolins.com,1,1,1,1,0,0,0,0,0
54.37.211.244,www.cpw-group.com,1,1,1,0,0,0,0,0,0
192.185.155.108,www.modakozmetik.com,1,1,1,0,1,0,0,0,0
159.8.210.35,unflic.com,1,1,1,0,0,0,0,0,0
40.103.46.214,o365.mail.volvocars.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
107.154.151.116,www.sauerpussandfriends.com,1,1,1,0,0,0,0,0,0
45.60.97.116,sauerpussandfriends.com,1,1,0,0,0,0,0,0,0
72.44.93.236,www.utcegypt.net,1,1,0,0,0,0,0,0,0
88.198.25.172,www.chevrolet-auto.kh.ua,1,1,1,0,0,0,0,0,0
162.241.194.35,iwantgear.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
50.116.112.23,midiasomeluz.com.br,1,1,1,0,1,0,0,0,0
198.54.126.41,asemanstone.com,1,1,0,0,0,0,0,0,0
69.61.26.123,cutt.us,1,1,1,1,0,0,0,0,0
45.126.59.196,s.id,1,1,1,0,1,0,0,0,0
45.126.59.196,s.id,1,1,1,0,1,0,0,0,0
45.126.59.196,s.id,1,1,1,0,1,0,0,0,0
205.196.209.252,www.alldadeair.com,1,1,1,0,0,0,0,0,0
5.57.226.202,logsignon14.webcindario.com,1,1,1,0,0,0,0,0,0
45.126.59.196,s.id,1,1,1,0,0,0,0,0,0
45.126.59.196,s.id,1,1,1,0,1,0,0,0,0
69.61.26.123,cutt.us,1,1,1,1,0,0,0,0,0
45.126.59.196,s.id,1,1,1,0,1,0,0,0,0
,0,0,0,0,0,0,0,0,0
45.126.59.196,s.id,1,1,1,0,1,0,0,0,0
69.61.26.123,cutt.us,1,1,1,1,0,0,0,0,0
205.196.209.252,www.alldadeair.com,1,1,1,0,0,0,0,0,0
108.167.181.8,energysolutions.hk.com,1,1,1,0,0,0,0,0,0
205.196.209.252,alldadeair.com,1,1,1,0,0,0,0,0,0
205.196.209.252,alldadeair.com,1,1,1,0,0,0,0,0,0
205.196.209.252,alldadeair.com,1,1,1,0,0,0,0,0,0
107.154.170.108,ecocleanvap.com,1,1,1,0,0,0,0,1,1
107.154.156.108,ecocleanvap.com,1,1,1,0,0,0,0,1,1
69.61.26.122,soo.gd,1,1,1,1,0,0,0,0,0
81.177.140.121,en.baikal-planet.ru,1,1,0,1,0,1,0,0,0
103.129.15.55,addergytech.com,1,1,0,0,0,0,0,0,0
108.167.181.8,energysolutions.hk.com,1,1,1,0,0,0,0,0,0
46.166.182.109,www.webvedant.com,1,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
3.24.61.62,www.primalscreen.com.au,1,1,0,0,0,0,0,0,0
192.124.249.68,www.ilovetocomehome.com,0,0,0,0,0,0,0,0,0
34.102.136.180,gotdy.com,1,1,1,0,0,0,0,0,0
108.167.181.8,energysolutions.hk.com,1,1,1,0,0,0,0,0,0
163.44.198.39,www.ghtnt.com,1,1,0,0,0,0,0,0,0
69.61.26.121,cutt.us,1,1,1,1,0,0,0,0,0
163.44.198.39,www.ghtnt.com,1,1,0,0,0,0,0,0,0
93.90.146.105,www.ellinika-proionta.net,1,1,1,0,1,0,0,0,0
103.229.73.211,nagari.or.id,1,1,0,0,0,1,0,0,0
23.20.239.12,toubkaltrekking.com,1,1,1,0,0,0,0,0,0
23.20.239.12,toubkaltrekking.com,1,1,1,0,0,0,0,0,0
185.206.180.130,newsletter9707fb85e61e055593f03a43ab.dns-cloud.net,1,1,1,1,0,0,0,0,0
213.41.95.63,www.chronotrace.chronopost.com,0,1,1,0,1,0,0,0,0
213.41.95.63,www.chronotrace.chronopost.com,0,1,1,0,1,0,0,0,0
50.87.150.45,oatqatar.com,1,1,1,1,0,0,0,0,0
108.167.181.8,energysolutions.hk.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
162.144.153.161,afterdivorce.in,0,1,1,1,1,0,0,0,0
45.126.59.196,s.id,1,1,1,0,1,0,0,0,0
173.239.5.6,craneschoolsng.com,1,1,1,0,0,0,0,0,0
217.160.0.148,ozila.net,1,1,1,0,0,1,0,0,0
83.217.71.109,bannervision.nl,1,1,0,0,0,0,0,0,0
185.206.180.130,f38f8b0ab92cb7905a50d8b9f58a0943.dns-cloud.net,1,1,1,1,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
83.217.71.109,bannervision.nl,1,1,0,0,0,0,0,0,0
103.233.0.85,osid.com.my,1,1,1,0,0,0,0,0,0
103.233.0.85,osid.com.my,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
83.217.71.109,bannervision.nl,1,1,0,0,0,0,0,1,1
66.219.22.140,www.v7traders.com,1,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
185.206.180.130,emojidictionary75d139b8243558347d778dafc4b938fe.dns-cloud.net,1,1,1,1,0,0,0,0,0
186.64.119.225,www.pluspos.cl,1,1,0,0,0,0,0,0,0
213.186.33.17,www.nicefilmfestival.com,1,1,0,0,0,1,0,0,0
217.109.120.102,webmail.prismaflex.com,0,1,1,0,1,0,0,0,0
162.241.207.129,elitetravel.com.na,1,1,1,0,1,0,0,0,0
217.160.0.175,cheaproomsvalencia.com,1,1,1,0,1,1,0,0,0
192.254.236.93,beemotorpart.com,1,1,1,1,0,0,0,0,0
108.167.181.8,energysolutions.hk.com,1,1,1,0,0,0,0,0,0
121.78.246.63,tsm-soldering.co.kr,1,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
192.185.92.224,192.185.92.224,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
204.11.56.48,ipcaorg.com,1,1,1,0,0,0,0,0,0
162.125.83.2,instructorledlearning.dropboxbusiness.com,1,1,1,0,0,0,0,0,0
23.160.194.120,morshedmishu.com,1,1,1,0,0,1,0,0,0
217.160.0.175,cheaproomsvalencia.com,1,1,1,0,1,1,0,0,0
89.145.92.153,uk603.directrouter.com,1,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
108.167.181.8,energysolutions.hk.com,1,1,1,0,0,0,0,0,0
35.186.238.101,zoneplushostel.com,1,1,1,0,0,0,0,0,0
35.186.238.101,zoneplushostel.com,1,1,1,0,0,0,0,0,0
119.207.79.151,leesangku.com,1,1,1,0,0,0,0,0,0
192.185.4.120,vintagestreetdesigns.com,1,1,1,1,0,0,0,1,1
89.145.92.153,uk603.directrouter.com,1,1,0,0,0,0,0,0,0
162.241.194.35,www.iwantgear.com,1,1,1,1,0,0,0,1,1
216.239.34.21,integradial.com,0,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
193.164.5.215,fuschiahome.com,1,1,1,0,0,0,0,0,0
193.164.5.215,fuschiahome.com,1,1,1,0,0,0,0,0,0
193.164.5.215,fuschiahome.com,1,1,1,0,0,0,0,0,0
193.164.5.215,fuschiahome.com,1,1,1,0,0,0,0,0,0
193.164.5.215,fuschiahome.com,1,1,1,0,0,0,0,0,0
193.164.5.215,fuschiahome.com,1,1,1,0,0,0,0,0,0
204.11.56.48,globalmodifiedtakeover.com,1,1,1,0,0,0,0,0,0
193.164.5.215,fuschiahome.com,1,1,1,0,0,0,0,0,0
193.164.5.215,fuschiahome.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
23.111.156.178,trck.me,1,1,1,0,1,0,0,0,0
,0,0,0,0,0,0,0,0,0
99.86.212.94,51ods.app.link,1,1,1,0,0,0,0,0,0
77.39.208.68,lastoriamilitare.com,1,1,1,0,0,0,0,0,0
193.0.142.47,laguna.ua,1,1,1,0,1,0,0,0,0
74.208.236.82,www.miamirollingdoors.com,1,1,1,0,0,1,0,0,0
185.246.66.252,mebelsalsk.ru,1,1,1,1,0,0,0,0,0
69.61.26.122,cutt.us,1,1,1,1,0,0,0,0,0
99.86.212.94,1rona.app.link,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
162.241.216.11,www.kashmir-packages.com,1,1,1,0,0,0,0,0,0
91.195.241.136,vidyoumaroc0.info,1,1,1,0,0,0,0,1,1
173.236.156.36,voltergroup.info,1,1,1,1,1,0,0,0,0
5.57.226.202,bank-of-america2.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bank-of-america3.webcindario.com,1,1,1,0,0,0,0,0,0
50.28.32.187,jellytotspreschool.co.uk,1,1,0,0,0,0,0,0,0
45.60.22.41,creradio.com,1,1,0,0,0,0,0,0,0
35.171.39.98,autodesk.secure-ssl-cdn.com,1,1,1,0,0,0,0,0,0
35.171.39.98,autodesk.secure-ssl-cdn.com,1,1,1,0,0,0,0,0,0
119.207.79.151,leesangku.com,1,1,1,0,0,0,0,0,0
91.195.241.136,mail.vidyoumaroc0.info,1,1,1,0,0,0,0,1,1
103.229.74.247,suroyalost.id,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
162.241.216.11,kashmir-packages.com,1,1,1,1,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
79.98.25.1,xr.lt,1,1,1,0,0,0,0,0,0
69.61.26.121,cutt.us,1,1,1,1,0,0,0,0,0
142.250.66.244,account-verification-id3.appspot.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
217.160.0.175,cheaproomsvalencia.com,1,1,1,0,1,1,0,0,0
74.220.199.14,www.halfwaytreeri.com,1,1,1,1,0,0,0,0,0
74.220.199.14,www.halfwaytreeri.com,1,1,1,1,0,0,0,0,0
217.160.0.175,cheaproomsvalencia.com,1,1,1,0,1,1,0,0,0
185.206.180.130,81b85064c7b926a041ccd7df44102cf53ef9759.dns-cloud.net,1,1,1,1,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
162.241.148.33,vm-pl.com,1,1,1,1,0,0,0,0,0
86.104.220.59,cazanele-dunarii.ro,1,1,0,0,0,0,0,0,0
142.250.66.244,account-verification-id3.appspot.com,1,1,1,0,0,0,0,0,0
142.250.66.244,account-verification-id3.appspot.com,1,1,1,0,0,0,0,0,0
204.11.56.48,organicmagicblog.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
108.179.232.159,data.versaguna.net,1,1,1,1,0,0,0,0,0
209.99.40.222,www.burusuconstruction.com,1,1,1,0,0,0,0,0,0
87.236.16.47,www.e-gotivka.com.ua,1,1,1,0,0,0,0,0,0
108.167.165.201,www.geekshak.com,1,1,1,0,1,0,0,0,0
108.167.165.201,ripitee.com,1,1,1,1,0,0,0,0,0
108.167.165.201,ripitee.com,1,1,1,1,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
99.86.212.94,9532p.app.link,1,1,1,0,0,0,0,0,0
87.236.16.15,livishop.ru,1,1,1,0,0,0,0,0,0
67.199.248.11,www.bit.ly,1,1,1,0,0,0,0,0,0
198.252.98.51,www.emailsuport.com,1,1,1,0,0,1,0,0,0
,0,0,0,0,0,0,0,0,0
77.39.208.68,lastoriamilitare.com,1,1,1,0,0,0,0,0,0
23.82.12.31,service.manage.id.apiservcstlspskfls.com,1,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
162.241.60.55,cozinhalindasemana.com,1,1,1,1,0,0,0,1,1
208.91.197.27,0440082.wcomhost.com,1,1,1,0,0,0,0,0,0
162.241.24.110,www.foodaroundyou.com,1,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
107.154.169.98,iiee-auh.org,1,1,0,0,0,0,0,0,0
107.154.169.98,iiee-auh.org,1,1,0,0,0,0,0,0,0
107.154.169.98,iiee-auh.org,1,1,0,0,0,0,0,0,0
107.154.155.98,iiee-auh.org,1,1,0,0,0,0,0,0,0
108.167.181.8,energysolutions.hk.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
41.208.148.80,www.cnp.sn,1,1,0,0,0,0,0,0,0
119.207.79.151,leesangku.com,1,1,1,0,0,0,0,0,0
216.58.203.116,proxyprincipal.appspot.com,1,1,1,0,1,0,0,0,0
124.217.247.108,www.mycossco.com,1,1,0,0,0,0,0,0,0
124.217.247.108,www.mycossco.com,1,1,0,0,0,0,0,0,0
124.217.247.108,www.mycossco.com,1,1,0,0,0,0,0,0,0
124.217.247.108,www.mycossco.com,1,1,0,0,0,0,0,0,0
124.217.247.108,www.mycossco.com,1,1,0,0,0,0,0,0,0
124.217.247.108,www.mycossco.com,1,1,0,0,0,0,0,0,0
124.217.247.108,www.mycossco.com,1,1,0,0,0,0,0,0,0
124.217.247.108,www.mycossco.com,1,1,0,0,0,0,0,0,0
107.154.176.98,www.iiee-auh.org,1,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
173.212.226.88,www.condadodelrio.com,1,1,1,0,0,0,0,0,0
217.174.152.42,www.sberem.org,1,1,0,0,0,0,0,0,0
193.109.246.61,web-app.at.ua,0,1,1,0,0,0,0,0,0
18.213.250.117,villageartisanalsainteanne.com,0,1,1,0,0,0,0,0,0
18.213.250.117,villageartisanalsainteanne.com,0,1,1,0,0,0,0,0,0
18.215.128.143,villageartisanalsainteanne.com,0,1,1,0,0,0,0,0,0
192.185.166.56,sharqee.com,1,1,1,0,0,0,0,0,0
192.185.166.56,sharqee.com,1,1,1,0,0,0,0,0,0
192.185.166.56,sharqee.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
159.89.86.31,www.sdt.edu.gh,1,1,1,0,1,0,0,0,0
143.95.235.17,paypa1verification.goldensealstudio.com,1,1,0,0,0,0,0,0,0
69.167.176.95,infra.cleverinvestor.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
162.241.225.222,myacc1authaflow-webappmpp.sign2country-nzlocales.com,1,1,1,0,0,0,0,0,0
198.71.232.10,staff1.godaddysites.com,1,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
34.240.160.162,mattijsknol.com,1,1,1,1,0,1,0,0,0
87.236.19.141,stolizaparketa.ru,1,1,1,1,0,0,0,0,0
103.230.158.3,theavenuesshoppingcentre.com.au,1,1,1,0,0,0,0,0,0
192.185.149.145,hbc.com.pe,1,1,1,0,0,0,0,0,0
192.185.149.145,hbc.com.pe,1,1,1,0,0,0,0,0,0
13.56.33.8,accurocket.com,1,1,1,0,0,0,0,0,0
188.93.150.113,www.sarinadereus.com,1,1,1,1,0,0,0,0,0
159.89.86.31,www.sdt.edu.gh,1,1,1,0,1,0,0,0,0
121.254.129.116,www.kjfm.or.kr,1,1,1,1,1,0,0,0,0
69.61.26.121,cutt.us,1,1,1,1,0,0,0,0,0
69.61.26.121,cutt.us,1,1,1,1,0,0,0,0,0
91.219.209.139,pokazstrony.nets.pl,1,1,0,0,0,0,0,0,0
23.111.160.213,www.radioaurorasertaneja.com.br,1,1,1,0,0,0,0,0,0
72.55.132.147,www.radiorldm.com,1,1,1,0,0,0,0,0,0
185.4.30.72,www.galshop.ir,1,1,1,0,0,0,0,0,0
74.220.199.6,rudducklaw.com,1,1,1,1,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
134.236.212.2,hinsorn.ac.th,1,1,1,1,1,0,0,0,0
